transaction_id,transaction_date,customer_id,customer_age,customer_segment,country,payment_method,transaction_amount_usd,currency,exchange_rate,product_category,merchant_id,merchant_name,transaction_status,is_fraud,device_type,platform,session_duration_sec,chargeback_flag,discount_applied,net_revenue_usd,customer_lifetime_value
388676E6-BA3E-4FEA,2024-12-19,CUST004810,25.0,Retail,Kenya,Debit Card,422298.39154755085,KES,0.0075,Fashion & Apparel,MER00191,"Davis, Hutchinson and Bond",Completed,0,Mobile,Android,457.6,0,0.0173,414992.63,402.09
D369633C-385D-4962,2024-09-28,CUST011964,46.0,Retail,United States,Bank Transfer,134.88,USD,1.0,Automotive,MER00028,"Hays, Keith and Martinez",Failed,0,Desktop,Android,122.0,0,0.1251,118.01,202.75
01563666-F3B7-4071,2024-11-21,CUST014685,28.0,SME,Nigeria,Paypal,83.66,NGN,0.0013,Groceries,MER00292,Orozco-Morales,Pending,0,Desktop,Android,425.7,0,0.1959,67.27,271.33
82F5C7F0-6CEB-4C31,2023-09-10,CUST014411,37.0,Premium,Nigeria,Bank Transfer,83.66,NGN,0.0013,Electronics,MER00147,Hall-Anderson,Completed,0,Mobile,Android,256.5,0,0.3479,54.55,964.2
75BC55BB-F0E0-4268,2024-07-22,CUST014732,21.0,Retail,Nigeria,Paypal,83.66,NGN,0.0013,Home & Furniture,MER00113,Morales-Guzman,Completed,0,Mobile,Android,2994.6,0,0.3225,56.68,498.98
5BE0EC7A-D0EC-4AE1,2023-07-18,CUST002950,18.0,Retail,Sa,Mtn Mobile Money,83.66,ZAR,0.054,Beauty,MER00199,Aguirre LLC,Completed,0,Mobile,Android,70.5,0,0.4055,49.74,94.01
EA9DEE5F-D9FD-46B7,2024-12-17,CUST009841,23.0,Corporate,Eg,M-Pesa,83.66,EGP,0.032,Automotive,MER00116,Jones LLC,Completed,0,Mobile,Android,584.2,0,0.0676,78.0,176.22
90E11A92-826D-4E2F,2024-08-28,CUST013603,40.0,SME,Ghana,Airtel Money,83.66,GHS,0.072,Fashion & Apparel,MER00185,Smith Ltd,Completed,0,Desktop,Pos Terminal,139.9,0,0.0336,80.85,5884.94
60E11158-E69B-4509,2024-02-01,CUST011519,18.0,Retail,United Kingdom,M-Pesa,115.18,GBP,1.27,ELECTRONICS,MER00193,Lopez PLC,Completed,0,Mobile,Pos,86.4,0,0.0781,106.18,1831.23
0B44FACC-6E2E-4D79,2024-01-26,CUST001693,50.0,SME,United Kingdom,M-pesa,83.66,GBP,1.27,fashion & apparel,MER00260,King-Gilmore,Refunded,0,Mobile,Ussd,570.3,0,0.3665,53.0,1892.32
EDE07120-C692-4AFB,2024-09-18,CUST004544,45.0,Basic,United Kingdom,Bank Transfer,825.33,GBP,1.27,Financial Services,MER00179,Romero-Bennett,Failed,0,Desktop,Ios,579.6,0,0.1977,662.16,324.67
746C3B8F-1748-4931,2024-09-03,CUST012480,26.0,Basic,Nigeria,M-pesa,83.66,NGN,0.0013,Groceries,MER00004,Baker PLC,Completed,0,Mobile,Ios,101.5,0,0.1305,72.74,78.74
FCC5A61E-245F-4A3B,2022-10-07,CUST011531,38.0,SME,Egypt,Bank Transfer,83.66,EGP,0.032,Clothing,MER00102,Young and Sons,Completed,0,Mobile,Ios,2154.7,0,0.3643,53.18,154.19
39C86EB9-84DB-4D07,2023-10-28,CUST006583,43.0,SME,Nigeria,Debitcard,365279.90834488114,NGN,0.0013,Education,MER00030,Mack LLC,Completed,0,Mobile,Web,264.1,0,0.4092,215807.37,481.09
D26B9872-462B-43B4,2022-11-15,CUST005674,36.0,Basic,Egypt,Debit Card,83.66,EGP,0.032,Auto,MER00160,Scott and Sons,Failed,0,Mobile,Pos Terminal,497.2,0,0.1013,75.19,19716.22
506EF889-06AA-4590,2023-03-04,CUST003787,23.0,Retail,Kenya,Debit Card,83.66,KES,0.0075,Entertainment,MER00266,Brown PLC,Unknown,0,Mobile,Android,1132.6,0,0.1137,74.15,667.48
977749DB-7CFC-4E2F,2024-07-11,CUST006652,49.0,SME,United States,M-Pesa,83.66,USD,1.0,Home & Furniture,MER00265,"Marshall, Morales and Young",Completed,0,Mobile,Ussd,621.9,0,0.2748,60.67,439.94
FD30DA0B-0568-45B0,2023-07-20,CUST009070,29.0,Basic,Egypt,Airtel Money,83.66,EGP,0.032,Furniture,MER00221,"Jensen, Arnold and Smith",Completed,0,Mobile,Android,1460.8,0,0.0,83.66,1587.31
88967144-4798-4D9E,2024-06-18,CUST011050,23.0,Standard,South Africa,Credit Card,83.66,ZAR,0.054,Electronics,MER00039,Diaz and Sons,Refunded,0,Mobile,Pos Terminal,147.5,0,0.211,66.01,9004.07
D7647DB3-4EEC-4333,2023-09-05,CUST009717,49.0,Basic,Kenya,Banktransfer,83.66,KES,0.0075,Hospitality,MER00259,"Nguyen, Holmes and Novak",Declined,0,Tablet,Ios,671.5,0,0.2508,62.68,907.47
1D7185F4-6FF8-4623,2022-01-19,CUST012889,33.0,Retail,Kenya,M-pesa,83.66,KES,0.0075,Fashion & Apparel,MER00224,"Preston, Hunter and Lindsey",Completed,0,Tablet,Ios,21.4,0,0.1598,70.29,768.87
E065D566-F3AE-4171,2024-07-19,CUST002139,38.0,Retail,Nigeria,Creditcard,83.66,NGN,0.0013,Home & Furniture,MER00245,Peterson-Stewart,Completed,0,Mobile,Ios,173.7,0,0.195,67.35,150.37
EDC28657-AB70-49B3,2024-06-17,CUST012837,26.0,Retail,South Africa,M-Pesa,83.66,ZAR,0.054,Education,MER00038,"Palmer, Williams and Hanna",Completed,0,Desktop,Android,72.1,0,0.0485,79.6,196.78
3D8C1F27-3C76-461F,2024-12-11,CUST005774,31.0,Premium,Nigeria,Debit Card,83.66,NGN,0.0013,electronics,MER00193,Lopez PLC,Completed,0,Mobile,Android,201.9,0,0.0,83.66,243.88
21CAD606-2D9A-43F5,2024-05-02,CUST009983,29.0,Premium,India,Googlepay,83.66,INR,0.012,Health & Beauty,MER00096,Miller-Conley,Completed,0,Mobile,Web,24.1,0,0.1202,73.6,1250.28
8032182F-771D-424A,2024-05-16,CUST001804,29.0,Premium,In,Airtel Money,83.66,INR,0.012,Automotive,MER00163,Randall Inc,Completed,0,Mobile,Ussd,159.6,0,0.041,80.23,108.15
946443F9-AC0F-4536,2022-12-21,CUST008605,46.0,Premium,Ghana,Apple Pay,83.66,GHS,0.072,Financial Services,MER00251,"Gonzales, Porter and Palmer",Declined,0,Tablet,Android,134.3,0,0.1181,73.78,1388.42
78A40E00-B1CE-468A,2022-09-16,CUST012932,41.0,SME,Nigeria,Apple Pay,83.66,NGN,0.0013,Home & Furniture,MER00091,Freeman-Hunt,Completed,1,Mobile,Ios,709.6,1,0.2461,63.07,314.15
2E3E9021-3014-4066,2023-08-08,CUST006294,26.0,Premium,South Africa,Debit Card,83.66,ZAR,0.054,travel,MER00271,"Hoffman, Elliott and Benson",Completed,0,Mobile,Ussd,191.2,0,0.2353,63.97,1122.69
BCDCDA9A-B71A-450A,2022-03-13,CUST002133,22.0,Premium,Ghana,Creditcard,83.66,GHS,0.072,Fashion & Apparel,MER00108,Lewis-Oconnell,Completed,0,Mobile,Web,320.5,0,0.0958,75.65,1491.34
1407280E-06D6-48F1,2024-02-01,CUST004806,30.0,Retail,Tanzania,Credit Card,83.66,TZS,0.0004,Hospitality,MER00157,Green and Sons,Completed,0,Mobile,Ios,61.5,0,0.3428,54.98,98.0
EA1EF9FA-DB2E-4D6A,2022-01-06,CUST009318,38.0,SME,Kenya,Cryptocurrency,83.66,KES,0.0075,Entertainment,MER00242,Daniel and Sons,Completed,0,Mobile,Ios,99.4,0,0.516,40.49,201.0
C0D4000B-5C2D-4BE5,2023-05-17,CUST006733,23.0,SME,South Africa,Credit Card,83.66,ZAR,0.054,Financial Services,MER00160,Scott and Sons,Failed,0,Mobile,Android,159.4,0,0.1348,72.38,667.48
9B6DC01E-3073-4A90,2024-03-26,CUST014081,41.0,Premium,Egypt,Mtn Mobile Money,83.66,EGP,0.032,GROCERIES,MER00111,Barnes-Gomez,Completed,0,Mobile,Android,1838.2,0,0.0,83.66,280.83
99272835-E648-41B3,2022-11-18,CUST014891,33.0,SME,Us,Mtn Mobile Money,1403.71,USD,1.0,Fashion & Apparel,MER00297,Bowen Inc,Completed,0,Mobile,Android,1767.3,0,0.0309,1360.34,290.5
CA54FB10-43AA-4C6A,2022-07-18,CUST007563,28.0,Retail,Nigeria,M-Pesa,83.66,NGN,0.0013,electronics,MER00146,"Burns, Salazar and Carroll",Completed,0,Mobile,Ios,265.1,0,0.1135,74.16,2136.52
968196E3-5CE0-4F92,2024-11-20,CUST013029,18.0,Retail,Tanzania,Apple Pay,83.66,TZS,0.0004,Automotive,MER00115,Thompson PLC,Pending,0,Mobile,Ussd,50.2,0,0.4404,46.82,328.86
C495965F-9D99-41A9,2023-03-01,CUST000119,27.0,SME,Ke,M-Pesa,83.66,KES,0.0075,electronics,MER00219,Harris PLC,Completed,0,Mobile,Ios,75.8,0,0.0977,75.49,2621.2
226203B8-8E33-4B10,2023-05-25,CUST008382,18.0,Vip,Tanzania,M-Pesa,83.66,TZS,0.0004,Health & Beauty,MER00288,Cisneros LLC,Completed,0,Mobile,Android,192.5,0,0.1494,71.16,667.48
A31F0A4E-6CFC-40E8,2024-01-18,CUST014569,18.0,SME,United States,Airtel Money,83.66,USD,1.0,Education,MER00123,Gonzales Ltd,Completed,0,Mobile,Web,246.1,0,0.351,54.3,305.59
AB47F8AD-E2C9-481F,2024-09-22,CUST013541,44.0,Retail,Tanzania,Debit Card,83.66,TZS,0.0004,Travel & Hospitality,MER00248,Long-Ross,Completed,0,Mobile,Pos Terminal,169.9,0,0.2935,59.11,16.46
8FA78797-0BD5-458C,2023-09-18,CUST008867,26.0,Premium,India,Airtel Money,83.66,INR,0.012,electronics,MER00166,"Reed, Vasquez and Romero",Completed,0,Mobile,Android,187.2,0,0.1571,70.52,928.51
E07DF43B-7BF2-4924,2024-10-11,CUST000014,32.0,Basic,Ghana,Airtel Money,83.66,GHS,0.072,Financial Services,MER00272,Webster Group,Completed,0,Tablet,Web,162.9,0,0.17,69.44,66.96
1E6336A0-FCEB-47A7,2024-04-09,CUST010925,42.0,SME,Uganda,Debit Card,83.66,UGX,0.00027,Financial Services,MER00037,Shaw-Castro,Completed,0,Desktop,Android,265.5,0,0.1175,73.83,693.98
F450FF37-B05F-4905,2024-11-13,CUST013070,25.0,Basic,United States,Bank Transfer,83.66,USD,1.0,Entertainment,MER00243,"Boyer, Gardner and Rodriguez",Failed,0,Mobile,Web,1003.0,0,0.0975,75.5,344.27
DCFCE860-5FEA-4B83,2023-01-26,CUST003570,37.0,Corporate,Ng,Debit Card,83.66,NGN,0.0013,Health,MER00207,"George, Bell and Torres",Completed,0,Mobile,Android,268.0,0,0.2489,62.84,1968.09
684086FF-486A-46B6,2022-12-08,CUST006671,45.0,Basic,Tanzania,Crypto Wallet,83.66,TZS,0.0004,Groceries,MER00254,Branch Group,Completed,0,Mobile,Android,84.7,0,0.2949,58.99,888.07
75B9A62C-1616-4287,2024-08-12,CUST000748,33.0,Retail,Nigeria,Airtelmoney,83.66,NGN,0.0013,Education,MER00118,Jones LLC,Completed,1,Mobile,Ios,115.6,0,0.0994,75.34,268.69
830082C3-9089-4046,2024-09-24,CUST013453,29.0,Retail,Sa,Banktransfer,83.66,ZAR,0.054,Electronics,MER00248,Long-Ross,Completed,0,Mobile,Android,510.0,0,0.2243,64.9,172.53
CC0ED2B0-FEDC-465C,2024-09-17,CUST005309,39.0,Corporate,United Kingdom,Crypto Wallet,497.32,GBP,1.27,Financial Services,MER00013,"Gomez, Ross and Robinson",Completed,0,Tablet,Android,251.2,0,0.3995,298.64,667.48
E3406771-EDE7-4C56,2024-10-09,CUST001363,40.0,Retail,Ghana,Debit Card,108.06,GHS,0.072,Entertainment,MER00097,"Cooper, Williams and Powell",Completed,0,Mobile,Ussd,27.9,0,0.0805,99.36,767.77
78016650-F4CA-40E0,2023-10-21,CUST001053,36.0,SME,Ng,M-Pesa,83.66,NGN,0.0013,Fashion & Apparel,MER00209,"Friedman, Higgins and King",Completed,0,Mobile,Ios,587.4,0,0.2769,60.49,1203.32
F37F81C4-9156-42A6,2023-02-04,CUST005929,32.0,SME,Kenya,Creditcard,83.66,KES,0.0075,Groceries,MER00148,Zavala Ltd,Completed,0,Desktop,Android,565.2,0,0.3514,54.26,2744.04
9D557B24-89CB-430A,2023-04-13,CUST010814,18.0,Retail,Nigeria,Debitcard,83.66,NGN,0.0013,Financial Services,MER00059,Olson and Sons,Completed,0,Tablet,Ussd,400.3,0,0.0469,79.74,860.84
8080ED67-27E2-4A09,2024-10-14,CUST011473,50.0,Retail,India,M-Pesa,83.66,INR,0.012,Groceries,MER00265,"Marshall, Morales and Young",Completed,0,Mobile,Ios,337.9,0,0.0955,75.67,164.8
C56861E5-69A2-4568,2022-08-03,CUST003988,41.0,SME,India,Mtn Mobile Money,83.66,INR,0.012,Fashion & Apparel,MER00099,Chapman-Miranda,Completed,0,Desktop,Ios,107.7,0,0.201,66.84,344.52
2C93B9CE-EE84-4964,2023-04-15,CUST006618,40.0,Premium,Kenya,M-Pesa,83.66,KES,0.0075,Education,MER00125,"Smith, Delgado and Larsen",Unknown,0,Desktop,Pos Terminal,929.7,0,0.0053,83.22,11367.22
B1951F3F-C6F5-491A,2024-08-20,CUST005784,31.0,Corporate,Gh,Apple Pay,83.66,GHS,0.072,Groceries,MER00226,Nichols LLC,Pending,0,Mobile,Android,64.3,0,0.1877,67.96,8249.15
D611AB76-0B40-495A,2023-08-20,CUST008439,72.0,Small Business,Egypt,Debitcard,83.66,EGP,0.032,Health & Beauty,MER00025,Simpson Group,Completed,1,Mobile,Ussd,156.3,1,0.2226,65.04,646.16
BA139FC9-DBBB-4731,2024-12-07,CUST010640,47.0,Retail,United States,Mtn Mobile Money,1772.61,USD,1.0,Entertainment,MER00241,Dickerson-Young,Completed,0,Mobile,Ussd,404.3,0,0.046,1691.07,643.19
CCC199A0-75AD-4007,2024-01-15,CUST005217,70.0,SME,Nigeria,Credit Card,83.66,NGN,0.0013,Travel & Hospitality,MER00079,White-Pham,Failed,0,Tablet,Ios,131.2,0,0.2283,64.56,943.09
49B55E11-C66B-4F82,2022-06-23,CUST014319,32.0,Corporate,Egypt,M-Pesa,83.66,EGP,0.032,Health & Beauty,MER00010,Boone-Gordon,Completed,0,Mobile,Android,304.7,0,0.0161,82.31,1320.59
41CEDB29-C5F4-4608,2023-10-12,CUST007205,28.0,Retail,Kenya,Airtel Money,83.66,KES,0.0075,Financial Services,MER00214,Curtis Ltd,Completed,0,Tablet,Ios,2545.5,0,0.1378,72.13,82.07
63990A60-2176-4D8B,2024-10-01,CUST003146,28.0,Retail,Egypt,Credit Card,83.66,EGP,0.032,Education,MER00181,Harmon-Lozano,Pending,0,Mobile,Ios,130.9,0,0.2045,66.55,1169.17
DE831C9F-DB10-420A,2022-06-03,CUST001883,26.0,Basic,South Africa,Bank Transfer,83.66,ZAR,0.054,Electronics,MER00078,"Perez, Edwards and Carlson",Completed,0,Mobile,Pos Terminal,232.7,0,0.07,77.8,151.23
76E243AC-36F1-4CDC,2024-01-05,CUST006658,30.0,SME,United States,Creditcard,83.66,USD,1.0,Electronics,MER00284,Carson-Lopez,Completed,0,Mobile,Android,762.1,0,0.1054,74.84,4202.3
3B1EBA0B-0929-41D7,2023-05-21,CUST011202,23.0,SME,Egypt,Credit Card,83.66,EGP,0.032,Travel,MER00176,"Morse, Carroll and Byrd",Unknown,0,Mobile,Ussd,103.7,0,0.0243,81.63,667.48
80B725B6-F595-4A5B,2023-02-13,CUST004208,41.0,Corporate,India,M-Pesa,83.66,INR,0.012,Entertainment,MER00058,"Alvarado, Ortiz and Thomas",Completed,0,Mobile,Web,279.8,0,0.118,73.79,21.64
58B48B47-6F1F-4641,2022-05-25,CUST004528,33.0,SME,France,Google Pay,83.66,EUR,1.08,Automotive,MER00139,"Garcia, Gonzales and Barker",Completed,0,Tablet,Android,920.9,0,0.0247,81.59,1663.42
2EA50404-87B4-4F00,2024-11-03,CUST012364,32.0,SME,France,Bank Transfer,122.56,EUR,1.08,Financial Services,MER00284,Carson-Lopez,Completed,0,Mobile,Web,661.8,0,0.1285,106.81,368.17
E775C759-D17A-44A6,2024-08-18,CUST013988,38.0,Corp,France,Debit Card,105.53,EUR,1.08,Beauty,MER00233,Hogan-Cooper,Failed,0,Desktop,Android,72.7,0,0.0595,99.25,2513.39
04EE2EB2-0C7A-4D69,2023-12-18,CUST004318,29.0,Retail,Kenya,Credit Card,83.66,KES,0.0075,Electronics,MER00247,Mccall-Diaz,Completed,0,Mobile,Pos Terminal,508.4,0,0.4161,48.85,2574.71
1AAB4C71-B37B-4F4E,2024-09-05,CUST003506,31.0,Corporate,Ghana,Credit Card,83.66,GHS,0.072,Entertainment,MER00080,Moore-Carrillo,Completed,0,Desktop,Pos Terminal,230.1,0,0.1385,72.07,128.13
E5B77E13-D3A8-4931,2022-10-08,CUST006208,46.0,Retail,Gh,Bank Transfer,83.66,GHS,0.072,Travel & Hospitality,MER00240,Jones PLC,Completed,0,Mobile,Web,755.1,0,0.0534,79.19,776.68
FF35F69E-DB71-4FD0,2022-07-10,CUST000729,35.0,SME,Kenya,M-Pesa,83.66,KES,0.0075,Financial Services,MER00287,Bennett and Sons,Completed,0,Mobile,Android,3450.2,0,0.063,78.39,348.03
7AD4F7BD-AC0D-47B1,2023-11-18,CUST001417,32.0,Retail,Nigeria,Apple Pay,83.66,NGN,0.0013,Electronics,MER00228,"Jackson, Suarez and Harrell",Completed,0,Mobile,Ios,253.3,0,0.0315,81.02,712.24
01F0E9A2-0A34-4D5E,2024-07-11,CUST005398,55.0,Corporate,United Kingdom,Applepay,768.39,GBP,1.27,Groceries,MER00146,"Burns, Salazar and Carroll",Declined,0,Mobile,Ussd,794.8,0,0.3221,520.89,1603.05
A469421C-B84F-404C,2023-06-20,CUST003291,34.0,SME,Kenya,Crypto Wallet,83.66,KES,0.0075,groceries,MER00112,Jones and Sons,Unknown,0,Desktop,Ios,388.2,0,0.2275,64.63,3649.11
FD7F84E6-DF8C-4E2F,2022-05-10,CUST003840,35.0,Retail,Tanzania,Apple Pay,83.66,TZS,0.0004,Entertainment,MER00254,Branch Group,Completed,0,Tablet,Apple Ios,113.6,0,0.2045,66.55,458.35
2C393AEF-4324-411D,2024-01-11,CUST002850,18.0,Basic,Nigeria,Paypal,83.66,NGN,0.0013,Health & Beauty,MER00121,Ward LLC,Completed,0,Mobile,Ussd,529.8,0,0.1157,73.98,348.3
746398D6-9FF2-4860,2022-09-05,CUST006491,50.0,Premium,United Kingdom,Paypal,83.66,GBP,1.27,Education,MER00035,Lopez-Crawford,Completed,0,Mobile,Pos,70.3,0,0.0621,78.46,757.19
28D1BCE3-D873-4E45,2022-12-17,CUST006566,35.0,Premium,South Africa,Debit Card,83.66,ZAR,0.054,health & beauty,MER00157,Green and Sons,Completed,0,Mobile,Android,95.5,0,0.1351,72.36,1554.14
A85D8B5C-A54E-44EE,2023-03-26,CUST012387,36.0,SME,Nigeria,Bank Transfer,83.66,NGN,0.0013,Automotive,MER00232,Madden PLC,Failed,0,Mobile,Web,115.4,0,0.0556,79.01,448.33
620463C2-2734-4388,2024-02-03,CUST011574,39.0,Premium,France,Banktransfer,326.62,EUR,1.08,Groceries,MER00194,"Howard, Cummings and Rhodes",Completed,0,Mobile,Android,57.7,0,0.0524,309.51,682.7
96280166-7872-491A,2022-05-19,CUST013491,52.0,Retail,India,Airtel Money,83.66,INR,0.012,Groceries,MER00194,"Howard, Cummings and Rhodes",Completed,0,Mobile,Ios,165.1,0,0.0921,75.95,246.92
E6413D56-EA24-423C,2023-11-14,CUST000621,24.0,Corporate,Ghana,Wire Transfer,83.66,GHS,0.072,Electronics,MER00022,Carey-Moore,Declined,0,Mobile,Ussd,488.9,0,0.2853,59.79,257.61
3BA10562-884E-40EC,2023-11-27,CUST001170,33.0,Corporate,Ke,Debit Card,83.66,KES,0.0075,Fashion & Apparel,MER00171,Jones-Hester,Declined,0,Mobile,Ios,211.1,0,0.0596,78.67,1852.14
36DE4DC2-D9C4-4475,2022-04-28,CUST010382,40.0,Retail,Nigeria,M-Pesa,83.66,NGN,0.0013,Travel & Hospitality,MER00285,Rios Group,Completed,0,Desktop,Ios,70.7,0,0.1433,71.67,2079.47
152E997C-1DEF-49A3,2022-03-10,CUST001031,43.0,Premium,South Africa,Debit Card,83.66,ZAR,0.054,Travel & Hospitality,MER00159,Miller-Haney,Completed,0,Mobile,Android,172.6,0,0.1071,74.7,488.41
60781EE4-EFC4-4BBC,2024-09-27,CUST001885,27.0,Corp,Nigeria,Mtn Mobile Money,83.66,NGN,0.0013,Media & Entertainment,MER00031,Stuart Group,Completed,0,Mobile,Android,241.8,0,0.0619,78.48,644.4
2B385F8F-E1F5-4D67,2024-12-15,CUST011390,50.0,SME,Kenya,M-pesa,83.66,KES,0.0075,Entertainment,MER00211,"Garcia, Bolton and Roman",Completed,0,Mobile,Android,388.0,0,0.2821,60.06,475.16
6AD66FE5-F377-4A19,2023-03-01,CUST005694,37.0,Corp,France,Bank Transfer,303.16,EUR,1.08,GROCERIES,MER00086,"Pena, Anderson and Flores",Completed,0,Mobile,Android,300.3,0,0.0453,289.43,189.31
49DB3944-4759-4AE6,2024-03-26,CUST012246,31.0,SME,South Africa,Crypto Wallet,83.66,ZAR,0.054,entertainment,MER00055,"Wilson, Fields and Allen",Completed,0,Tablet,Web,440.8,0,0.0925,75.92,22794.98
5B726AE4-DD01-4B1E,2023-12-19,CUST014078,18.0,Retail,United States,Credit Card,83.66,USD,1.0,Fashion & Apparel,MER00151,Salas-Roberts,Completed,0,Desktop,Android,437.6,0,0.0323,80.96,1301.92
0EB985D9-F6DC-416C,2024-01-24,CUST000018,22.0,SME,Gb,Mtn,258.72,GBP,1.27,Beauty,MER00063,Gonzales-Jones,Completed,0,Tablet,Android,475.1,0,0.0,258.72,969.81
86BF77D5-4B11-4C1C,2023-07-23,CUST014287,51.0,SME,Kenya,Debit Card,83.66,KES,0.0075,Fashion & Apparel,MER00089,Obrien Inc,Completed,0,Tablet,Web,24.4,0,0.1671,69.68,1355.61
777EA728-8CD3-4A4D,2024-11-11,CUST014364,25.0,SME,Gh,Paypal,83.66,GHS,0.072,Health & Beauty,MER00264,Barnes Inc,Completed,0,Mobile,Ios,72.1,0,0.2546,62.36,118.38
B60837C7-8585-4E76,2024-10-04,CUST007720,27.0,Retail,Nigeria,Debitcard,83.66,NGN,0.0013,Home & Furniture,MER00175,"Daugherty, Clark and Haynes",Failed,0,Mobile,Android,110.9,0,0.0612,78.54,150.98
AB457459-EB3E-4FD0,2022-12-12,CUST009140,27.0,SME,Gb,Debit Card,1215.99,GBP,1.27,Home & Furniture,MER00270,"Mitchell, Daniel and Lopez",Completed,0,Mobile,Android,209.1,0,0.1187,1071.65,1729.54
AD61AD48-5EE6-49BF,2024-12-23,CUST004741,35.0,Basic,Kenya,Bank Transfer,83.66,KES,0.0075,Electronics,MER00279,Rowe-Anderson,Failed,0,Tablet,Android,81.0,0,0.078,77.13,1239.73
49C1E66A-3F6E-4D5D,2024-11-08,CUST004914,18.0,Retail,United States,Bank Transfer,83.66,USD,1.0,Fashion & Apparel,MER00283,Reyes PLC,Pending,0,Desktop,Android,242.6,0,0.0158,82.34,803.98
65E0E944-2277-40EB,2024-06-17,CUST009437,23.0,Corporate,Tanzania,Apple Pay,83.66,TZS,0.0004,Entertainment,MER00101,Crawford and Sons,Completed,0,Tablet,Pos Terminal,14.7,0,0.0788,77.07,763.09
